id,dep_delayed_15min
4490,0.180376
4491,0.092061
4492,0.165891
4493,0.028331
4494,0.181210
4495,0.392617
4496,0.019160
4497,0.447958
4498,0.018241
4499,0.023024
4500,0.227092
4501,0.306310
4502,0.294874
4503,0.233135
4504,0.022451
4505,0.032407
4506,0.401967
4507,0.490519
4508,0.058523
4509,0.141238
4510,0.025789
4511,0.027021
4512,0.086378
4513,0.049658
4514,0.200532
4515,0.004155
4516,0.384952
4517,0.097132
4518,0.070574
4519,0.191964
4520,0.834503
4521,0.242571
4522,0.040648
4523,0.597271
4524,0.157438
4525,0.299635
4526,0.198699
4527,0.354551
4528,0.030599
4529,0.113517
4530,0.020397
4531,0.276621
4532,0.152903
4533,0.071312
4534,0.119724
4535,0.058150
4536,0.066915
4537,0.202185
4538,0.235591
4539,0.426287
4540,0.226080
4541,0.866462
4542,0.040330
4543,0.017188
4544,0.556342
4545,0.174682
4546,0.019934
4547,0.012663
4548,0.208857
4549,0.047900
4550,0.268434
4551,0.580012
4552,0.213678
4553,0.050523
4554,0.179481
4555,0.153724
4556,0.241534
4557,0.155661
4558,0.129977
4559,0.403941
4560,0.127501
4561,0.294090
4562,0.133549
4563,0.003988
4564,0.180308
4565,0.099741
4566,0.576749
4567,0.103162
4568,0.304133
4569,0.048463
4570,0.331245
4571,0.384178
4572,0.176352
4573,0.064551
4574,0.138857
4575,0.041508
4576,0.026172
4577,0.111505
4578,0.111479
4579,0.060089
4580,0.138544
4581,0.199510
4582,0.276294
4583,0.008620
4584,0.012467
4585,0.314390
4586,0.004341
4587,0.024603
4588,0.389827
4589,0.049263
4590,0.277960
4591,0.149578
4592,0.059518
4593,0.154277
4594,0.207749
4595,0.455090
4596,0.012666
4597,0.128618
4598,0.364266
4599,0.007128
4600,0.159600
4601,0.023149
4602,0.220666
4603,0.121842
4604,0.220204
4605,0.305587
4606,0.065558
4607,0.118349
4608,0.096508
4609,0.037410
4610,0.459177
4611,0.365798
4612,0.509167
4613,0.293354
4614,0.034046
4615,0.144018
4616,0.035317
4617,0.174404
4618,0.035218
4619,0.015177
4620,0.021371
4621,0.041580
4622,0.521466
4623,0.072510
4624,0.047404
4625,0.108707
4626,0.015845
4627,0.054057
4628,0.466654
4629,0.754094
4630,0.048597
4631,0.006017
4632,0.207121
4633,0.090055
4634,0.139257
4635,0.085683
4636,0.152098
4637,0.055475
4638,0.182211
4639,0.136043
4640,0.144950
4641,0.347848
4642,0.014881
4643,0.079689
4644,0.128162
4645,0.088084
4646,0.102829
4647,0.200972
4648,0.396531
4649,0.056323
4650,0.010828
4651,0.095968
4652,0.099755
4653,0.080116
4654,0.266296
4655,0.071706
4656,0.178294
4657,0.372046
4658,0.193265
4659,0.428969
4660,0.439597
4661,0.050876
4662,0.049653
4663,0.244020
4664,0.099390
4665,0.042296
4666,0.035520
4667,0.172702
4668,0.101136
4669,0.005004
4670,0.010935
4671,0.160767
4672,0.080241
4673,0.130848
4674,0.332415
4675,0.321038
4676,0.031428
4677,0.285875
4678,0.031011
4679,0.238759
4680,0.186621
4681,0.336543
4682,0.139157
4683,0.097748
4684,0.389155
4685,0.242341
4686,0.257606
4687,0.189580
4688,0.424624
4689,0.222683
4690,0.059877
4691,0.213554
4692,0.089279
4693,0.151126
4694,0.115814
4695,0.209836
4696,0.161930
4697,0.089900
4698,0.047200
4699,0.076466
4700,0.096974
4701,0.086266
4702,0.322033
4703,0.135928
4704,0.136704
4705,0.107806
4706,0.288905
4707,0.016780
4708,0.116475
4709,0.088819
4710,0.139959
4711,0.253302
4712,0.164923
4713,0.192719
4714,0.292283
4715,0.375645
4716,0.759393
4717,0.241975
4718,0.124408
4719,0.115876
4720,0.138185
4721,0.180638
4722,0.124242
4723,0.048402
4724,0.104888
4725,0.044180
4726,0.048951
4727,0.206991
4728,0.011581
4729,0.530763
4730,0.013244
4731,0.513745
4732,0.023078
4733,0.244656
4734,0.038824
4735,0.296422
4736,0.102475
4737,0.153355
4738,0.017071
4739,0.020993
4740,0.047965
4741,0.060161
4742,0.169964
4743,0.059220
4744,0.095183
4745,0.109089
4746,0.220784
4747,0.062436
4748,0.473657
4749,0.058455
4750,0.321691
4751,0.084761
4752,0.181135
4753,0.129143
4754,0.055108
4755,0.303351
4756,0.414971
4757,0.002881
4758,0.059853
4759,0.220141
4760,0.198912
4761,0.026635
4762,0.005115
4763,0.058258
4764,0.034762
4765,0.047750
4766,0.065589
4767,0.070763
4768,0.154755
4769,0.309159
4770,0.119931
4771,0.091925
4772,0.230603
4773,0.142901
4774,0.049236
4775,0.135938
4776,0.586549
4777,0.330976
4778,0.172216
4779,0.124627
4780,0.119800
4781,0.106119
4782,0.063490
4783,0.198271
4784,0.200481
4785,0.036330
4786,0.422130
4787,0.215287
4788,0.192913
4789,0.310551
4790,0.132876
4791,0.083937
4792,0.083679
4793,0.148675
4794,0.567296
4795,0.156766
4796,0.166378
4797,0.096275
4798,0.073055
4799,0.093223
4800,0.142099
4801,0.060480
4802,0.116033
4803,0.055505
4804,0.108336
4805,0.190324
4806,0.095430
4807,0.009347
4808,0.007201
4809,0.263441
4810,0.336844
4811,0.232952
4812,0.135729
4813,0.014964
4814,0.027728
4815,0.043366
4816,0.106085
4817,0.063440
4818,0.209954
4819,0.321107
4820,0.242528
4821,0.339748
4822,0.044686
4823,0.245828
4824,0.099663
4825,0.279399
4826,0.459259
4827,0.026808
4828,0.386326
4829,0.063786
4830,0.183954
4831,0.331733
4832,0.223408
4833,0.104479
4834,0.049855
4835,0.047467
4836,0.433888
4837,0.336590
4838,0.113570
4839,0.062792
4840,0.129772
4841,0.029996
4842,0.189303
4843,0.250542
4844,0.143987
4845,0.029134
4846,0.074434
4847,0.190541
4848,0.123663
4849,0.090188
4850,0.074944
4851,0.103773
4852,0.100684
4853,0.115694
4854,0.190419
4855,0.687357
4856,0.068374
4857,0.169880
4858,0.012193
4859,0.077759
4860,0.122368
4861,0.039215
4862,0.149634
4863,0.115711
4864,0.063403
4865,0.297013
4866,0.134090
4867,0.425497
4868,0.044178
4869,0.087284
4870,0.062273
4871,0.018555
4872,0.140664
4873,0.052906
4874,0.148596
4875,0.300163
4876,0.184468
4877,0.032987
4878,0.352225
4879,0.215147
4880,0.308608
4881,0.119833
4882,0.877894
4883,0.004296
4884,0.618763
4885,0.221232
4886,0.188737
4887,0.187434
4888,0.005144
4889,0.044772
4890,0.041135
4891,0.191450
4892,0.048831
4893,0.035628
4894,0.079899
4895,0.144632
4896,0.153976
4897,0.790261
4898,0.040770
4899,0.242508
4900,0.158307
4901,0.060569
4902,0.070428
4903,0.025033
4904,0.533647
4905,0.103183
4906,0.075598
4907,0.018322
4908,0.646953
4909,0.064687
4910,0.013148
4911,0.105540
4912,0.184039
4913,0.113096
4914,0.202436
4915,0.151873
4916,0.396803
4917,0.073599
4918,0.164273
4919,0.072541
4920,0.106222
4921,0.075635
4922,0.130051
4923,0.503876
4924,0.024140
4925,0.240381
4926,0.384048
4927,0.110165
4928,0.419793
4929,0.313985
4930,0.033762
4931,0.215046
4932,0.022335
4933,0.159637
4934,0.393490
4935,0.355537
4936,0.076681
4937,0.094115
4938,0.050584
4939,0.053015
4940,0.049552
4941,0.287169
4942,0.072289
4943,0.122090
4944,0.011235
4945,0.246854
4946,0.147805
4947,0.069837
4948,0.314913
4949,0.046600
4950,0.093897
4951,0.213004
4952,0.017941
4953,0.232528
4954,0.208410
4955,0.252614
4956,0.068010
4957,0.103778
4958,0.231581
4959,0.217142
4960,0.256276
4961,0.286734
4962,0.210250
4963,0.232181
4964,0.006710
4965,0.002191
4966,0.082534
4967,0.071449
4968,0.089349
4969,0.146477
4970,0.133620
4971,0.162516
4972,0.214453
4973,0.035258
4974,0.195175
4975,0.253308
4976,0.020890
4977,0.146707
4978,0.403954
4979,0.053927
4980,0.038076
4981,0.162532
4982,0.115567
4983,0.028313
4984,0.024036
4985,0.307056
4986,0.156902
4987,0.055854
4988,0.151000
4989,0.053035
4990,0.353374
4991,0.019113
4992,0.053584
4993,0.167628
4994,0.372455
4995,0.161108
4996,0.108177
4997,0.038163
4998,0.052077
4999,0.057622
5000,0.105891
5001,0.096284
5002,0.309217
5003,0.070066
5004,0.072958
5005,0.022222
5006,0.004382
5007,0.179814
5008,0.420441
5009,0.057783
5010,0.011998
5011,0.055626
5012,0.156887
5013,0.144228
5014,0.241770
5015,0.304153
5016,0.329180
5017,0.359506
5018,0.666337
5019,0.143909
5020,0.192420
5021,0.080856
5022,0.222337
5023,0.046175
5024,0.390293
5025,0.017322
5026,0.722253
5027,0.079112
5028,0.017453
5029,0.033655
5030,0.270557
5031,0.319885
5032,0.010936
5033,0.272844
5034,0.033211
5035,0.030318
5036,0.300437
5037,0.104494
5038,0.178565
5039,0.905838
5040,0.187800
5041,0.299430
5042,0.331778
5043,0.294749
5044,0.091222
5045,0.138116
5046,0.096137
5047,0.037528
5048,0.087557
5049,0.138471
5050,0.099538
5051,0.192933
5052,0.296243
5053,0.142843
5054,0.063688
5055,0.094691
5056,0.162713
5057,0.056753
5058,0.696509
5059,0.239290
5060,0.289261
5061,0.084240
5062,0.724278
5063,0.012753
5064,0.148070
5065,0.079162
5066,0.167539
5067,0.130427
5068,0.198277
5069,0.039203
5070,0.243766
5071,0.052246
5072,0.356472
5073,0.161182
5074,0.037855
5075,0.335376
5076,0.040459
5077,0.061550
5078,0.127303
5079,0.633135
5080,0.693589
5081,0.082490
5082,0.020529
5083,0.029981
5084,0.184951
5085,0.129551
5086,0.309009
5087,0.297738
5088,0.300956
5089,0.382912
5090,0.032369
5091,0.917056
5092,0.065472
5093,0.217472
5094,0.038755
5095,0.078668
5096,0.166499
5097,0.115772
5098,0.061801
5099,0.122269
5100,0.040044
5101,0.125709
5102,0.347553
5103,0.034007
5104,0.031545
5105,0.202800
5106,0.082373
5107,0.127351
5108,0.281054
5109,0.081029
5110,0.470112
5111,0.156464
5112,0.460972
5113,0.059898
5114,0.040288
5115,0.134099
5116,0.020369
5117,0.152152
5118,0.170600
5119,0.168681
5120,0.084897
5121,0.142635
5122,0.094647
5123,0.700362
5124,0.217065
5125,0.051066
5126,0.250811
5127,0.021105
5128,0.375647
5129,0.024375
5130,0.333914
5131,0.275061
5132,0.322910
5133,0.257300
5134,0.035042
5135,0.051133
5136,0.169577
5137,0.130877
5138,0.887732
5139,0.129195
5140,0.231841
5141,0.133627
5142,0.472849
5143,0.104788
5144,0.076822
5145,0.256572
5146,0.069132
5147,0.120255
5148,0.126736
5149,0.047804
5150,0.392606
5151,0.059455
5152,0.168181
5153,0.085421
5154,0.002016
5155,0.398283
5156,0.018397
5157,0.080978
5158,0.134328
5159,0.223110
5160,0.056793
5161,0.509475
5162,0.135562
5163,0.255024
5164,0.096643
5165,0.036519
5166,0.353054
5167,0.095040
5168,0.149404
5169,0.031037
5170,0.078317
5171,0.250752
5172,0.018378
5173,0.422077
5174,0.441358
5175,0.106500
5176,0.119454
5177,0.022343
5178,0.142182
5179,0.015709
5180,0.449581
5181,0.318312
5182,0.243516
5183,0.067019
5184,0.091493
5185,0.043257
5186,0.274085
5187,0.108552
5188,0.155394
5189,0.491070
5190,0.033655
5191,0.398654
5192,0.006593
5193,0.118685
5194,0.114676
5195,0.072778
5196,0.126297
5197,0.217674
5198,0.015080
5199,0.251334
5200,0.577482
5201,0.007546
5202,0.472942
5203,0.184315
5204,0.056512
5205,0.218998
5206,0.221044
5207,0.271558
5208,0.063771
5209,0.075011
5210,0.148520
5211,0.344706
5212,0.437163
5213,0.054922
5214,0.017534
5215,0.017690
5216,0.015540
5217,0.168204
5218,0.341384
5219,0.026172
5220,0.561981
5221,0.261762
5222,0.036672
5223,0.118480
5224,0.014453
5225,0.450837
5226,0.094052
5227,0.029024
5228,0.029679
5229,0.047382
5230,0.049003
5231,0.505096
5232,0.239360
5233,0.113881
5234,0.219530
5235,0.027744
5236,0.042482
5237,0.253764
5238,0.129114
5239,0.470506
5240,0.026223
5241,0.160107
5242,0.307444
5243,0.660546
5244,0.084750
5245,0.156344
5246,0.099602
5247,0.146362
5248,0.187133
5249,0.111412
5250,0.152818
5251,0.086324
5252,0.107510
5253,0.100713
5254,0.040883
5255,0.120615
5256,0.204731
5257,0.359842
5258,0.023725
5259,0.562522
5260,0.151524
5261,0.035031
5262,0.243609
5263,0.050757
5264,0.223473
5265,0.039908
5266,0.160143
5267,0.010193
5268,0.094924
5269,0.202843
5270,0.137310
5271,0.095333
5272,0.341514
5273,0.285619
5274,0.065962
5275,0.292790
5276,0.142208
5277,0.057943
5278,0.007510
5279,0.225544
5280,0.031608
5281,0.348321
5282,0.419235
5283,0.341789
5284,0.156283
5285,0.117170
5286,0.307636
5287,0.009418
5288,0.391312
5289,0.048943
5290,0.337753
5291,0.029174
5292,0.126002
5293,0.096136
5294,0.042601
5295,0.097626
5296,0.169225
5297,0.214774
5298,0.126784
5299,0.639825
5300,0.464216
5301,0.073503
5302,0.227326
5303,0.597603
5304,0.038745
5305,0.027445
5306,0.042924
5307,0.395416
5308,0.058481
5309,0.108087
5310,0.928039
5311,0.028338
5312,0.111254
5313,0.073643
5314,0.052853
5315,0.181027
5316,0.224465
5317,0.030549
5318,0.198770
5319,0.228776
5320,0.099015
5321,0.008593
5322,0.193652
5323,0.697364
5324,0.012145
5325,0.016533
5326,0.112312
5327,0.113957
5328,0.124251
5329,0.287300
5330,0.139683
5331,0.329911
5332,0.184558
5333,0.203922
5334,0.070849
5335,0.027592
5336,0.191996
5337,0.257700
5338,0.005610
5339,0.101411
5340,0.351294
5341,0.011814
5342,0.431104
5343,0.371619
5344,0.156811
5345,0.276815
5346,0.094761
5347,0.113049
5348,0.059795
5349,0.265181
5350,0.002215
5351,0.136037
5352,0.123510
5353,0.192111
5354,0.027238
5355,0.346071
5356,0.506833
5357,0.043240
5358,0.086166
5359,0.064123
5360,0.103682
5361,0.288423
5362,0.416199
5363,0.135616
5364,0.274824
5365,0.355607
5366,0.777616
5367,0.006489
5368,0.441019
5369,0.014921
5370,0.064871
5371,0.053721
5372,0.114118
5373,0.531150
5374,0.141382
5375,0.016663
5376,0.139480
5377,0.096143
5378,0.209397
5379,0.323653
5380,0.201952
5381,0.103906
5382,0.268360
5383,0.340838
5384,0.172185
5385,0.155518
5386,0.110779
5387,0.375900
5388,0.095276
5389,0.112668
5390,0.552881
5391,0.188808
5392,0.120913
5393,0.098200
5394,0.460748
5395,0.018023
5396,0.380785
5397,0.059146
5398,0.113353
5399,0.075537
5400,0.034656
5401,0.059779
5402,0.072271
5403,0.261651
5404,0.044605
5405,0.190320
5406,0.133196
5407,0.022340
5408,0.182328
5409,0.245658
5410,0.030675
5411,0.261369
5412,0.121012
5413,0.832575
5414,0.072578
5415,0.252540
5416,0.211305
5417,0.129328
5418,0.368488
5419,0.059879
5420,0.682172
5421,0.066115
5422,0.252203
5423,0.034156
5424,0.297106
5425,0.114232
5426,0.203673
5427,0.057439
5428,0.018900
5429,0.199763
5430,0.072429
5431,0.274053
5432,0.195995
5433,0.192333
5434,0.004187
5435,0.097511
5436,0.271685
5437,0.111838
5438,0.125343
5439,0.335165
5440,0.092566
5441,0.769889
5442,0.181760
5443,0.093004
5444,0.091497
5445,0.146470
5446,0.003967
5447,0.018287
5448,0.232900
5449,0.318198
5450,0.097961
5451,0.031168
5452,0.142563
5453,0.141296
5454,0.261441
5455,0.118866
5456,0.062713
5457,0.020740
5458,0.209349
5459,0.019548
5460,0.085486
5461,0.247402
5462,0.404371
5463,0.008512
5464,0.339649
5465,0.257696
5466,0.034076
5467,0.089922
5468,0.320713
5469,0.211544
5470,0.141720
5471,0.123280
5472,0.143102
5473,0.112179
5474,0.083920
5475,0.139715
5476,0.023981
5477,0.049694
5478,0.135873
5479,0.099152
5480,0.071864
5481,0.013167
5482,0.198229
5483,0.121219
5484,0.019018
5485,0.154557
5486,0.268993
5487,0.028593
5488,0.120790
5489,0.137128
5490,0.036585
5491,0.082395
5492,0.460004
5493,0.226492
5494,0.052477
5495,0.416150
5496,0.088215
5497,0.238146
5498,0.258434
5499,0.400588
5500,0.412690
5501,0.098178
5502,0.031930
5503,0.525849
5504,0.289333
5505,0.053039
5506,0.066892
5507,0.304391
5508,0.088786
5509,0.068212
5510,0.045244
5511,0.386505
5512,0.053417
5513,0.258556
5514,0.285518
5515,0.075603
5516,0.213427
5517,0.046393
5518,0.014765
5519,0.145267
5520,0.107887
5521,0.198827
5522,0.050981
5523,0.032750
5524,0.048424
5525,0.365699
5526,0.377638
5527,0.082462
5528,0.038773
5529,0.105267
5530,0.299185
5531,0.137368
5532,0.269454
5533,0.015966
5534,0.045726
5535,0.104336
5536,0.005536
5537,0.081410
5538,0.255753
5539,0.131236
5540,0.128427
5541,0.006624
5542,0.106016
5543,0.270579
5544,0.368555
5545,0.067195
5546,0.049425
5547,0.035903
5548,0.036548
5549,0.142955
5550,0.054303
5551,0.295642
5552,0.104450
5553,0.077307
5554,0.014372
5555,0.360115
5556,0.249319
5557,0.166331
5558,0.209846
5559,0.370012
5560,0.227090
5561,0.733480
5562,0.221986
5563,0.385111
5564,0.083562
5565,0.251293
5566,0.761905
5567,0.153495
5568,0.288053
5569,0.011357
5570,0.072143
5571,0.588597
5572,0.063911
5573,0.241499
5574,0.461197
5575,0.123220
5576,0.217266
5577,0.336303
5578,0.070195
5579,0.153935
5580,0.308310
5581,0.227446
5582,0.165949
5583,0.352394
5584,0.023908
5585,0.007535
5586,0.133845
5587,0.106829
5588,0.289012
5589,0.067407
5590,0.073850
5591,0.067002
5592,0.139105
5593,0.113842
5594,0.187378
5595,0.106510
5596,0.584314
5597,0.384251
5598,0.218897
5599,0.366490
5600,0.780785
5601,0.083695
5602,0.042327
5603,0.062976
5604,0.311798
5605,0.027572
5606,0.031721
5607,0.122060
5608,0.043230
5609,0.012212
5610,0.071564
5611,0.152170
5612,0.903753
5613,0.391879
5614,0.082524
5615,0.267235
5616,0.142409
5617,0.018402
5618,0.277582
5619,0.203032
5620,0.095995
5621,0.032969
5622,0.140829
5623,0.006320
5624,0.098008
5625,0.041154
5626,0.400287
5627,0.291131
5628,0.506600
5629,0.068753
5630,0.026470
5631,0.209128
5632,0.375403
5633,0.044196
5634,0.080073
5635,0.362332
5636,0.130068
5637,0.041282
5638,0.031301
5639,0.102692
5640,0.067550
5641,0.106065
5642,0.030322
5643,0.182535
5644,0.117037
5645,0.022928
5646,0.359671
5647,0.230946
5648,0.015285
5649,0.250052
5650,0.011022
5651,0.304027
5652,0.091380
5653,0.026154
5654,0.175503
5655,0.257062
5656,0.145874
5657,0.105250
5658,0.023147
5659,0.113423
5660,0.306036
5661,0.118983
5662,0.414700
5663,0.015292
5664,0.252918
5665,0.005093
5666,0.260797
5667,0.070160
5668,0.266140
5669,0.021355
5670,0.019069
5671,0.242898
5672,0.235948
5673,0.346076
5674,0.764718
5675,0.045361
5676,0.537772
5677,0.102406
5678,0.500050
5679,0.005974
5680,0.140642
5681,0.489271
5682,0.049274
5683,0.226459
5684,0.127235
5685,0.043340
5686,0.003141
5687,0.597080
5688,0.108842
5689,0.226934
5690,0.095475
5691,0.293615
5692,0.159643
5693,0.105481
5694,0.333590
5695,0.375780
5696,0.224504
5697,0.225855
5698,0.020516
5699,0.423429
5700,0.198395
5701,0.007048
5702,0.113448
5703,0.299973
5704,0.212883
5705,0.174486
5706,0.229713
5707,0.240815
5708,0.337174
5709,0.471245
5710,0.112653
5711,0.047475
5712,0.073484
5713,0.039454
5714,0.010492
5715,0.357692
5716,0.307264
5717,0.074288
5718,0.053830
5719,0.072453
5720,0.022235
5721,0.066238
5722,0.041705
5723,0.660014
5724,0.214225
5725,0.314973
5726,0.358199
5727,0.107373
5728,0.465091
5729,0.036189
5730,0.022532
5731,0.309858
5732,0.173946
5733,0.305777
5734,0.794039
5735,0.390707
5736,0.175429
5737,0.043617
5738,0.241199
5739,0.328612
5740,0.116924
5741,0.480244
5742,0.061769
5743,0.426268
5744,0.103296
5745,0.100101
5746,0.139752
5747,0.206806
5748,0.131355
5749,0.058009
5750,0.027032
5751,0.120446
5752,0.056482
5753,0.084979
5754,0.062095
5755,0.222469
5756,0.138078
5757,0.062632
5758,0.124537
5759,0.108249
5760,0.105443
5761,0.034796
5762,0.098204
5763,0.135387
5764,0.107837
5765,0.098834
5766,0.063292
5767,0.006345
5768,0.211507
5769,0.257239
5770,0.221125
5771,0.024553
5772,0.338282
5773,0.209121
5774,0.053369
5775,0.154833
5776,0.029823
5777,0.530896
5778,0.056531
5779,0.064164
5780,0.663038
5781,0.035289
5782,0.508580
5783,0.100592
5784,0.270059
5785,0.070582
5786,0.716756
5787,0.087087
5788,0.378579
5789,0.178910
5790,0.050892
5791,0.465436
5792,0.017584
5793,0.248317
5794,0.037899
5795,0.291709
5796,0.041405
5797,0.046044
5798,0.229012
5799,0.105578
5800,0.085982
5801,0.026838
5802,0.234704
5803,0.298299
5804,0.437676
5805,0.207913
5806,0.108803
5807,0.075879
5808,0.104363
5809,0.168243
5810,0.005743
5811,0.147799
5812,0.067147
5813,0.148445
5814,0.161242
5815,0.274985
5816,0.065429
5817,0.472439
5818,0.289750
5819,0.022483
5820,0.008557
5821,0.118772
5822,0.049814
5823,0.006492
5824,0.032934
5825,0.374834
5826,0.014573
5827,0.204370
5828,0.237439
5829,0.196533
5830,0.198674
5831,0.082848
5832,0.286556
5833,0.439043
5834,0.060108
5835,0.141883
5836,0.144095
5837,0.194274
5838,0.069054
5839,0.204060
5840,0.047779
5841,0.128795
5842,0.460470
5843,0.003163
5844,0.013051
5845,0.146286
5846,0.069423
5847,0.235215
5848,0.089972
5849,0.380425
5850,0.154982
5851,0.201578
5852,0.100282
5853,0.092248
5854,0.437974
5855,0.014997
5856,0.036632
5857,0.013161
5858,0.004046
5859,0.176753
5860,0.105168
5861,0.050036
5862,0.345300
5863,0.073910
5864,0.011140
5865,0.321313
5866,0.026219
5867,0.185806
5868,0.410340
5869,0.086058
5870,0.013518
5871,0.381673
5872,0.317284
5873,0.232340
5874,0.075545
5875,0.013121
5876,0.140683
5877,0.378200
5878,0.067695
5879,0.133372
5880,0.034210
5881,0.196079
5882,0.003238
5883,0.121734
5884,0.004935
5885,0.187689
5886,0.192942
5887,0.151677
5888,0.219261
5889,0.160427
5890,0.134992
5891,0.156490
5892,0.119002
5893,0.190700
5894,0.218372
5895,0.243570
5896,0.032084
5897,0.507770
5898,0.088007
5899,0.055913
5900,0.037663
5901,0.014850
5902,0.065970
5903,0.165182
5904,0.020061
5905,0.085933
5906,0.136011
5907,0.218332
5908,0.407245
5909,0.086670
5910,0.166558
5911,0.317937
5912,0.013374
5913,0.031394
5914,0.227073
5915,0.403346
5916,0.100556
5917,0.053982
5918,0.139633
5919,0.002750
5920,0.364572
5921,0.241703
5922,0.266434
5923,0.213576
5924,0.624330
5925,0.194314
5926,0.139675
5927,0.020503
5928,0.156863
5929,0.292981
5930,0.092993
5931,0.042924
5932,0.172144
5933,0.152154
5934,0.155770
5935,0.217398
5936,0.218468
5937,0.107797
5938,0.140021
5939,0.011966
5940,0.235728
5941,0.203600
5942,0.137680
5943,0.057745
5944,0.032698
5945,0.107697
5946,0.058042
5947,0.042044
5948,0.119334
5949,0.187056
5950,0.215991
5951,0.006884
5952,0.208261
5953,0.138429
5954,0.054431
5955,0.077560
5956,0.034626
5957,0.057953
5958,0.289567
5959,0.395045
5960,0.235547
5961,0.024432
5962,0.086483
5963,0.265863
5964,0.144144
5965,0.155876
5966,0.039707
5967,0.076248
5968,0.233555
5969,0.056431
5970,0.072691
5971,0.109229
5972,0.214014
5973,0.123273
5974,0.175841
5975,0.027787
5976,0.669213
5977,0.090146
5978,0.005556
5979,0.011567
5980,0.006891
5981,0.317192
5982,0.171051
5983,0.095804
5984,0.142697
5985,0.069663
5986,0.242983
5987,0.399755
5988,0.189687
5989,0.132193
5990,0.268507
5991,0.080345
5992,0.144964
5993,0.179469
5994,0.026936
5995,0.181220
5996,0.023621
5997,0.134923
5998,0.381392
5999,0.019864
6000,0.120797
6001,0.223349
6002,0.166018
6003,0.129970
6004,0.140957
6005,0.268889
6006,0.094780
6007,0.008029
6008,0.082600
6009,0.265763
6010,0.039847
6011,0.024954
6012,0.023446
6013,0.066176
6014,0.070236
6015,0.005284
6016,0.085270
6017,0.220787
6018,0.143509
6019,0.228773
6020,0.042937
6021,0.017237
6022,0.072944
6023,0.033876
6024,0.033019
6025,0.032843
6026,0.082762
6027,0.083843
6028,0.022538
6029,0.203464
6030,0.096625
6031,0.302669
6032,0.056825
6033,0.591070
6034,0.180781
6035,0.199939
6036,0.106315
6037,0.306235
6038,0.271590
6039,0.022269
6040,0.071332
6041,0.071907
6042,0.003389
6043,0.350550
6044,0.129689
6045,0.327754
6046,0.168188
6047,0.168947
6048,0.081855
6049,0.110477
6050,0.069001
6051,0.123434
6052,0.123967
6053,0.138278
6054,0.291382
6055,0.218348
6056,0.131834
6057,0.088288
6058,0.097389
6059,0.002660
6060,0.048416
6061,0.519143
6062,0.051587
6063,0.195786
6064,0.021289
6065,0.125381
6066,0.096031
6067,0.424549
6068,0.088045
6069,0.006977
6070,0.122701
6071,0.198282
6072,0.403991
6073,0.639764
6074,0.415430
6075,0.238965
6076,0.013464
6077,0.302018
6078,0.229864
6079,0.134507
6080,0.020277
6081,0.093553
6082,0.198700
6083,0.548280
6084,0.145774
6085,0.089492
6086,0.095036
6087,0.110307
6088,0.126383
6089,0.091584
6090,0.151424
6091,0.041876
6092,0.205668
6093,0.018482
6094,0.054794
6095,0.044880
6096,0.020681
6097,0.387659
6098,0.284171
6099,0.057605
6100,0.811937
6101,0.060006
6102,0.076363
6103,0.461599
6104,0.225878
6105,0.019834
6106,0.082348
6107,0.113232
6108,0.001307
6109,0.017598
6110,0.041660
6111,0.006396
6112,0.141503
6113,0.056261
6114,0.017316
6115,0.395443
6116,0.126120
6117,0.122857
6118,0.123985
6119,0.172203
6120,0.018752
6121,0.707674
6122,0.102754
6123,0.047813
6124,0.145220
6125,0.177687
6126,0.137057
6127,0.250106
6128,0.308602
6129,0.282723
6130,0.055480
6131,0.176296
6132,0.679945
6133,0.135538
6134,0.127163
6135,0.498923
6136,0.105792
6137,0.692432
6138,0.128332
6139,0.006544
6140,0.041502
6141,0.224655
6142,0.097017
6143,0.361147
6144,0.750038
6145,0.747576
6146,0.324370
6147,0.195393
6148,0.219876
6149,0.338480
6150,0.007242
6151,0.225907
6152,0.273648
6153,0.072993
6154,0.104921
6155,0.027274
6156,0.076955
6157,0.034313
6158,0.019649
6159,0.080900
6160,0.031038
6161,0.216589
6162,0.037584
6163,0.425701
6164,0.390424
6165,0.325349
6166,0.311501
6167,0.124634
6168,0.043382
6169,0.026597
6170,0.391575
6171,0.037184
6172,0.237165
6173,0.171206
6174,0.269084
6175,0.054198
6176,0.316072
6177,0.062637
6178,0.048508
6179,0.272102
6180,0.138322
6181,0.131588
6182,0.047988
6183,0.238234
6184,0.054349
6185,0.882893
6186,0.182862
6187,0.311900
6188,0.013231
6189,0.236176
6190,0.077119
6191,0.128766
6192,0.049340
6193,0.008661
6194,0.204119
6195,0.487923
6196,0.214727
6197,0.163124
6198,0.160504
6199,0.450964
6200,0.033745
6201,0.177007
6202,0.378828
6203,0.079465
6204,0.180309
6205,0.078433
6206,0.016745
6207,0.029373
6208,0.003814
6209,0.248991
6210,0.202949
6211,0.245301
6212,0.022094
6213,0.140611
6214,0.823086
6215,0.280831
6216,0.031570
6217,0.051883
6218,0.082920
6219,0.053736
6220,0.117141
6221,0.176906
6222,0.092192
6223,0.199588
6224,0.178270
6225,0.247945
6226,0.164297
6227,0.109014
6228,0.082278
6229,0.107028
6230,0.046737
6231,0.020969
6232,0.010724
6233,0.216948
6234,0.614770
6235,0.399718
6236,0.048145
6237,0.060318
